name,location_area_zone,date,glass_bags,mixed_bags,plastic_bags ,paper_bags,seg_lf_bags,sanitory_bags,comments
Luca,Horizon,22/09/18,3,2,0,0,0,0,
Savitri Hostel,Savitri Bhavan,22/09/18,1,8,0,0,0,0,
Bharat Nivas,Bharat Nivas,22/09/18,0,22,6,4,0,0,
Luminosity,Luminosity,22/09/18,0,2,2,2,0,0,
Matrimandir,Matrimandir,24/09/18,0,5,8,5,0,0,
Surrender,Surrender,24/09/18,1,0,4,4,1,1,
Grace,Grace,24/09/18,2,1,7,7,2,1,
Surrender,Surrender,24/09/18,1,0,2,2,1,0,
Sunlit Future,Auroshilpam,24/09/18,0,6,0,0,0,0,
Visitor Center,Visitor Center,24/09/18,1,1,4,4,1,0,
Sangha,Sangha,24/09/18,2,0,4,4,0,1,
Sandrine & Sumeet,Sukhavati,24/09/18,0,0,1,1,0,0,
Herve,Sukhavati,24/09/18,1,0,2,0,0,0,
Samasti,Samasti,24/09/18,2,2,9,9,2,0,
Arati 3B,Arati,24/09/18,0,0,4,2,1,0,
Auromode,Auroshilpam,25/09/18,1,0,2,6,0,2,
Aurosarjan,Auroshilpam,25/09/18,1,0,10,10,0,14,
Shradhanjali,Auroshilpam,25/09/18,0,0,2,2,0,0,
The Colours of Nature,Kottakarai,25/09/18,0,0,4,2,0,0,
Sailam,Sailam,25/09/18,1,0,2,2,0,0,
Humility,Humility,25/09/18,0,2,3,2,0,0,
Courage,Courage,25/09/18,1,0,4,4,1,1,
Solar kitchen,Solar Kitchen,25/09/18,1,0,8,4,1,0,
Kiosk Cycle Service,Solar Kitchen,25/09/18,0,2,0,0,0,0,
Conscious Living ,Fraternity,26/09/18,0,6,0,0,0,0,
Romas Kitchen,Auromodele,26/09/18,0,0,3,2,0,0,
Marc's Cafe,Kuilapalayam,26/09/18,0,3,0,0,0,0,
Security Service,Service Area,26/09/18,0,2,0,0,0,0,
Martin,Samriddhi,26/09/18,1,0,2,2,0,1,
Diego,Samriddhi,26/09/18,1,0,2,2,0,1,
Govinda ,Anusuya,26/09/18,0,0,2,0,0,0,
Glenn,Anusuya,26/09/18,0,0,1,0,0,0,
Sharnga GH,Residential Zone,26/09/18,1,0,3,2,0,2,
Sharnga GH,Residential Zone,26/09/18,3,2,7,7,0,2,
Promesse,Promesse,27/09/18,0,4,2,2,0,1,
Center GH,Center Field,27/09/18,0,0,4,3,2,1,
Aurodam,Aurodam,27/09/18,2,0,8,6,1,1,
Serendipity,Center Field,27/09/18,0,0,2,2,1,0,
Progress Comm,Residential Zone,28/09/18,1,0,2,2,0,0,
Prarthna,Residential Zone,28/09/18,2,0,5,5,1,1,
William,Samasti,28/09/18,1,0,1,2,0,0,
Dolli,Sharnga,28/09/18,0,0,2,2,0,0,
Realization,Realization,28/09/18,1,2,5,5,1,0,
Creativity,Creativity,28/09/18,1,4,6,6,1,1,
Dehashakti Sports,Dana,28/09/18,1,0,4,2,0,2,
Revelation,Revelation,28/09/18,2,0,4,2,1,1,
Upasana,Auroshilpam,28/09/18,0,0,2,2,0,2,
Citadines,Citadines,28/09/18,1,1,4,4,1,0,
Town Hall,Town Hall,28/09/18,0,0,1,1,0,1,
Ritam & Ira,Sincerity ,28/09/18,1,0,3,2,0,0,
Aurelec,Aurelec,29/09/18,0,0,3,2,0,2,
New Creation Com,Kuilapalayam,29/09/18,5,0,21,21,5,2,
Kailash,Kailash,29/09/18,0,2,2,2,1,1,
Gas Service,Service Area,29/09/18,0,2,0,0,0,0,
Vikas,Vikas,29/09/18,1,2,4,4,1,1,
Telephone Service,Service Area,29/09/18,0,2,1,2,0,1,
Sve Dame,Sve Dame,29/09/18,2,2,9,9,0,2,
Eternity,Eternity,01/10/18,6,8,6,4,0,1,
Samarpanam,Periyamudaliarchavadi,01/10/18,0,2,2,0,0,0,
Quiet Community,Quiet,01/10/18,1,2,2,2,0,0,
Quiet Community,Quiet,01/10/18,1,0,2,2,2,4,
TLC,Transformation,01/10/18,0,2,2,4,0,0,
Courage,Courage,01/10/18,1,1,4,6,1,1,
Sunlit Future,Auroshilpam,01/10/18,0,4,0,0,0,0,
Visitor Center,Visitor Center,01/10/18,1,1,6,6,1,1,
Solar kitchen,Solar Kitchen,01/10/18,1,0,6,6,1,0,
Kindergarten,Center Field,01/10/18,1,0,2,4,0,1,
Nandanam School,Center Field,01/10/18,0,2,0,0,0,1,
Pitchandikulam,Pitchandikulam,01/10/18,0,10,0,0,0,20,
Baraka,Baraka,03/10/18,2,2,4,4,0,0,
Phillip and Tiery ,Fertile Forest,03/10/18,0,1,3,2,0,0,
Heidi and Patrick,Fertile East,03/10/18,1,1,2,0,0,0,
Djaima,Djaima,03/10/18,3,2,10,10,0,1,
Soniya Novase,Acceptance,03/10/18,0,0,1,1,0,0,
Sumark,Kriya,03/10/18,0,4,6,2,0,0,
Kriya,Edyanchavadi,03/10/18,1,2,2,2,0,0,
Aurovelo,Reve,03/10/18,0,4,8,12,0,0,
Skate Board,Dana,03/10/18,1,0,6,0,0,3,
Isai Ambalam School,Kottakarai,06/10/18,0,2,1,0,0,0,
Afsanah GH,Kottakarai,06/10/18,2,1,4,2,0,0,
Health Center,Aspiration,06/10/18,0,0,2,4,0,0,
Aurelec,Aurelec,06/10/18,0,0,2,2,0,1,
Marc's Cafe,Kuilapalayam,06/10/18,0,4,0,0,0,0,
Sharnga,Sharnga,06/10/18,0,1,4,2,0,0,
Udavi School,Udavi School,06/10/18,0,6,2,2,0,0,
Tibetan Pavillon,International Zone,06/10/18,0,2,1,1,1,0,
Terra Amata,International Zone,06/10/18,1,0,2,2,0,1,
Johnny,Fertile,06/10/18,0,1,0,0,0,0,
International House,International Zone,06/10/18,0,0,2,2,0,1,
Town Hall,Town Hall,06/10/18,1,0,4,8,2,0,
Citadines,Citadines,06/10/18,1,1,5,6,1,0,
Svaram,Kottakarai,08/10/18,0,0,8,8,0,2,
Auro Sunshine,Auroshilpam,08/10/18,0,0,0,1,0,0,
Miracle,Miracle,08/10/18,2,1,4,4,0,0,
Discipline Farm,Discipline,08/10/18,1,0,4,2,0,0,
Valantina,Pony Farm,08/10/18,1,0,1,1,0,0,
AV Paper,Aspiration,08/10/18,0,0,2,11,0,0,
Pour Tous,Aspiration,08/10/18,0,0,6,6,0,0,
Aspiration Community,Aspiration,08/10/18,0,0,4,3,0,0,
AV Press,Aspiration,08/10/18,0,0,0,3,0,1,
Sacred Groves,Sacred Groves,09/10/18,2,2,4,4,1,0,
Sanjana,Sanjana,09/10/18,2,2,5,5,2,0,
Lola,Invocation,09/10/18,0,0,0,0,3,0,
"Arati 1,2",Arati,09/10/18,1,2,6,4,1,0,
Realization,Realization,09/10/18,2,1,2,2,1,0,
Courage,Courage,09/10/18,1,1,4,4,1,2,
Solar kitchen,Solar Kitchen,09/10/18,2,2,6,6,1,0,
Mitra,Mitra,09/10/18,0,0,4,2,1,0,
Johnny,Fertile,10/10/18,2,3,4,6,0,0,
Nilatangam,Nilatangam,10/10/18,1,0,1,1,0,0,
Punith,Felicity,10/10/18,2,0,2,2,0,0,
Bavan house ,NON AV,10/10/18,0,0,2,0,0,0,
Jean Francois,Pitchandikulam,10/10/18,2,0,2,2,0,0,
Stephan,Botanical Garden,10/10/18,1,1,2,2,0,0,
Botanical Garden,Botanical Garden,10/10/18,1,2,6,4,0,0,
Adventure,Adventure,10/10/18,0,2,1,1,0,0,
Aurodam,Aurodam,10/10/18,1,2,4,4,1,0,
Serendipity,Center Field,10/10/18,0,0,3,2,0,1,
Marie Christine,Auromodele,11/10/18,0,6,0,0,0,0,
Tanto,New Creation,11/10/18,0,24,0,0,0,0,
Auromode,Auroshilpam,11/10/18,2,2,8,8,0,7,
Isaiamblam GH,Kottakarai,11/10/18,2,0,4,2,1,0,
Yantra,Yantra,11/10/18,1,0,2,2,0,1,
Pony Farm,Pony Farm,12/10/18,2,2,4,2,1,0,
Auromics,Kottakarai,12/10/18,0,0,8,4,0,8,
Maitreye 2,Residential Zone,12/10/18,3,1,7,7,1,0,
Maitreye 1,Residential Zone,12/10/18,1,0,6,3,1,0,
Swayam,Swayam,12/10/18,1,0,4,4,1,0,
Surrender,Surrender,12/10/18,1,2,2,4,1,0,
Grace,Grace,12/10/18,2,0,6,6,1,0,
Surrender,Surrender,12/10/18,0,0,2,2,0,0,
Citadines,Citadines,12/10/18,1,0,4,4,1,0,
Verite GH,Kottakarai,13/10/18,0,0,4,6,1,0,
New Creation Com,Kuilapalayam,13/10/18,1,0,10,10,3,2,
New Creation Field,Kuilapalayam,13/10/18,1,1,4,4,0,0,
Marc's Cafe,Kuilapalayam,13/10/18,1,4,0,0,0,0,
Road Service,Service Area,13/10/18,0,6,2,2,0,2,
Needam GH,Certitude,13/10/18,1,0,4,2,1,2,
Certitude,Certitude,13/10/18,2,2,8,8,1,1,
Kindergarten,Center Field,13/10/18,0,0,2,2,0,0,
Center GH,Center Field,13/10/18,1,1,3,4,1,1,
Visitor Center,Visitor Center,13/10/18,1,2,5,5,1,0,
Martin,Samriddhi,13/10/18,1,2,4,2,0,0,
Nandanam School,Center Field,13/10/18,0,0,0,2,0,0,
Auroyoli,International Zone,15/10/18,0,4,0,2,0,0,
Thomas,Gratitude,15/10/18,0,3,0,0,0,0,
Sharnga GH,Residential Zone,15/10/18,2,0,3,3,0,2,
Transformation Com,Transformation,15/10/18,2,2,3,3,1,0,
Matrimandir,Matrimandir,16/10/18,0,1,9,9,0,2,
AV Foundation,Town Hall,16/10/18,0,0,2,4,0,0,
SAIIER,Town Hall,16/10/18,0,0,4,2,0,0,
Town Hall,Town Hall,16/10/18,0,5,2,2,0,0,
Mandala Pottery,Dana,16/10/18,1,4,2,2,0,4,
Last School,Transformation,16/10/18,0,2,4,4,0,0,
Courage,Courage,16/10/18,1,1,6,10,1,2,
Solar kitchen,Solar Kitchen,16/10/18,1,0,7,7,1,5,
Auro Amirtham,Kottakarai,17/10/18,0,0,4,4,0,2,
Prarthna,Residential Zone,17/10/18,3,2,6,6,1,0,
Nine palms,Nine palms,17/10/18,6,0,4,2,0,0,
Naturellement,Udyogam,17/10/18,3,2,4,4,1,0,
Kriya,Edyanchavadi,19/10/18,1,2,2,2,0,0,
Lola,Invocation,19/10/18,0,0,0,0,1,0,
Invocation,Invocation,19/10/18,1,1,4,4,1,1,
Deepanam School,Deepanam School,19/10/18,0,1,3,4,0,0,
Youth Center,Youth Center,19/10/18,2,1,2,4,0,0,
Svaram,Kottakarai,19/10/18,0,7,6,9,0,0,
KOFPU,Kottakarai,19/10/18,0,0,5,4,0,0,
Town Hall,Town Hall,19/10/18,0,0,4,8,1,1,
Citadines,Citadines,19/10/18,1,1,6,6,1,2,
Mitra,Mitra,19/10/18,1,0,2,1,0,0,
Visitor Center,Visitor Center,19/10/18,1,1,6,6,1,0,
Sunlit Future,Auroshilpam,19/10/18,0,4,4,0,0,0,
Quiet Community,Quiet,20/10/18,0,0,6,4,3,0,
Quiet Community,Quiet,20/10/18,0,2,2,0,0,0,
Mayaura Bhakti,Auromodele,20/10/18,0,4,0,0,0,0,
Aurosarjan,Auroshilpam,20/10/18,0,0,10,8,0,10,
Shradhanjali,Auroshilpam,20/10/18,0,0,4,4,0,0,
Auromode,Auroshilpam,20/10/18,1,0,4,6,0,2,
Deepam School,Aspiration,20/10/18,0,0,2,4,0,0,
AV Dizine,Kottakarai,23/10/18,1,0,2,14,0,0,
Saraha,La Ferme,23/10/18,0,2,0,0,0,0,
AV Paper,Aspiration,23/10/18,0,0,2,14,0,0,
Pour Tous,Aspiration,23/10/18,0,0,8,8,0,0,
Aspiration Community,Aspiration,23/10/18,1,2,4,6,0,0,
AV Press,Aspiration,23/10/18,0,0,1,7,0,1,
Health Center,Aspiration,23/10/18,1,0,2,2,0,0,
Arati 3A,Arati,23/10/18,1,1,2,1,1,0,
Prayatana ,Prayatna,23/10/18,1,0,2,1,1,0,
Courage,Courage,23/10/18,1,1,5,5,1,1,
Solar kitchen,Solar Kitchen,23/10/18,2,0,5,5,1,1,
Sailam,Sailam,23/10/18,0,0,2,2,0,0,
Humility,Humility,23/10/18,1,0,4,6,1,0,
Ribhu,Sincerity ,25/10/18,1,0,3,3,1,0,
Karthik,Sincerity ,25/10/18,1,2,2,2,0,0,
Prema,Sincerity ,25/10/18,4,0,3,2,0,0,
Blue Lotus,NON AV,25/10/18,0,0,0,0,0,0,
Upasana,Auroshilpam,25/10/18,0,0,3,3,0,4,
Sandrine & Sumeet,Sukhavati,25/10/18,0,0,1,2,0,0,
Emanuele,Sukhavati,25/10/18,1,0,1,1,0,0,
Jana,Sukhavati,25/10/18,0,0,1,0,0,0,
Herve,Sukhavati,25/10/18,0,1,0,0,0,0,
Gerard,Sukhavati,25/10/18,1,2,4,2,0,0,
Arka,Arka,25/10/18,1,2,4,0,0,0,
Surrender,Surrender,25/10/18,1,1,6,2,1,1,
Surrender,Surrender,25/10/18,0,0,4,4,1,1,
Sanjana,Sanjana,25/10/18,1,2,6,4,1,0,
Maitreye 2,Residential Zone,25/10/18,0,2,6,8,1,2,
Maitreye 1,Residential Zone,25/10/18,1,1,4,4,1,0,
Swayam,Swayam,25/10/18,1,0,4,4,0,0,
Realization,Realization,25/10/18,1,2,4,2,1,0,
Life Education Center,Kottakarai,26/10/18,0,0,1,0,0,0,
Mala House,NON AV,26/10/18,1,0,3,3,1,0,
Fraternity Community,Fraternity,26/10/18,3,4,10,8,3,0,
Conscious Living ,Fraternity,26/10/18,0,0,4,4,0,0,
Aurelec,Aurelec,26/10/18,0,2,2,4,1,2,
Charlie,Aurogreen,26/10/18,1,1,6,3,0,0,
Jocelyn,Revena,26/10/18,0,2,2,0,0,0,
Jocelyn,Revena,26/10/18,0,0,3,1,0,0,
Newlands,GB South,26/10/18,1,1,4,2,0,2,
Citadines,Citadines,26/10/18,2,2,4,4,2,0,
Auro Soya,Udyogam,27/10/18,3,2,4,0,0,0,
Naturellement,Udyogam,27/10/18,1,2,2,2,1,0,
Visitor Center,Visitor Center,27/10/18,1,1,5,5,1,0,
Aurospirul,Windarra,27/10/18,0,0,10,0,0,0,
Sunlit Future,Auroshilpam,27/10/18,0,2,2,0,0,0,
Samarpanam,Periyamudaliarchavadi,27/10/18,2,0,4,0,0,0,
New Era School,Aspiration,27/10/18,0,0,2,6,0,0,
Romas Kitchen,Auromodele,27/10/18,0,0,2,1,0,1,
Andre/ Betty,Auromodele,27/10/18,2,1,3,4,0,0,
Marc's Cafe,Kuilapalayam,27/10/18,0,7,0,0,0,0,
Peter & Nicole,Gaia,27/10/18,0,0,2,2,0,0,
Vikram Maya,Gaia,27/10/18,2,2,4,4,1,2,
Flame Pottery,Dana,27/10/18,0,0,0,4,0,5,
Shradhanjali,Auroshilpam,27/10/18,0,0,0,24,0,0,
Isaiamblam GH,Kottakarai,29/10/18,1,0,3,3,1,0,
Isaiamblam GH,Kottakarai,29/10/18,1,1,2,2,1,0,
"Merchella, Vikram",Auromodele,29/10/18,1,1,5,4,0,0,
New Creation Com,Kuilapalayam,29/10/18,1,0,12,12,5,3,
Rita,Arya,29/10/18,0,0,1,1,0,1,
"Arati 1,2",Arati,29/10/18,1,0,3,3,0,0,
Sharnga GH,Residential Zone,29/10/18,0,0,2,3,0,0,
Celine/Christophe,Sharnga,29/10/18,0,1,2,2,0,0,
Sharnga,Sharnga,29/10/18,1,1,4,4,0,0,
Marc's Cafe,Kuilapalayam,29/10/18,0,1,2,2,0,0,
Ritam & Ira,Sincerity ,29/10/18,1,0,4,0,0,0,
Michael (Ritam),Ritam Farm,29/10/18,0,0,0,0,0,1,
Tom & Petra,Discipline,30/10/18,1,0,1,1,0,0,
Discipline Farm,Discipline,30/10/18,0,0,3,2,0,0,
Auromode,Auroshilpam,30/10/18,1,0,6,6,0,3,
Sve Dame,Sve Dame,30/10/18,2,0,8,6,2,1,
Luminosity,Luminosity,30/10/18,1,2,2,2,0,0,
Courage,Courage,30/10/18,0,0,4,4,1,1,
Solar kitchen,Solar Kitchen,30/10/18,1,0,1,4,1,0,
Kailash,Kailash,30/10/18,1,0,2,2,1,0,
Dehashakti Sports,Dana,31/10/18,3,0,4,3,0,0,
Damien,Brihaspathi,31/10/18,1,1,0,1,0,0,
Aurodam,Aurodam,31/10/18,1,4,4,3,0,6,
Security Service,Service Area,31/10/18,0,0,2,2,0,1,
Telephone Service,Service Area,31/10/18,0,1,1,0,0,0,
Prarthna,Residential Zone,01/11/18,2,1,6,4,1,1,
Samasti,Samasti,01/11/18,3,1,8,8,1,1,
Dilip Kapoor,Pitchandikulam,01/11/18,2,0,1,2,0,0,
Tanto,New Creation,01/11/18,0,20,0,0,0,0,
Aurodam,Aurodam,01/11/18,2,1,8,8,0,0,
Serendipity,Center Field,01/11/18,0,1,2,2,1,1,
Mimi & Manas,Center Field,01/11/18,1,2,2,2,0,0,
Center GH,Center Field,01/11/18,1,0,3,4,1,1,
Matrimandir,Matrimandir,01/11/18,0,8,8,6,0,4,
Sunlit Future,Auroshilpam,01/11/18,0,2,2,0,0,0,
Visitor Center,Visitor Center,01/11/18,2,1,6,6,1,0,
AEP,Auroshilpam,02/11/18,1,2,4,2,0,0,
Inside India,Auroshilpam,02/11/18,1,0,1,1,0,0,
Auro Sunshine,Auroshilpam,02/11/18,0,0,4,5,0,0,
Lola,Invocation,02/11/18,0,8,0,0,0,0,
Glenn,Anusuya,02/11/18,0,0,1,0,0,0,
Martin,Samriddhi,02/11/18,0,0,2,2,0,0,
Diego,Samriddhi,02/11/18,1,1,2,0,0,0,
Ange and Paul,Samriddhi,02/11/18,1,0,2,2,0,0,
Govinda ,Anusuya,02/11/18,1,0,2,0,0,0,
Christoph,Anusuya,02/11/18,1,0,1,1,0,0,
Sangha,Sangha,02/11/18,2,0,6,6,0,1,
Humanscapes,Humanscapes,02/11/18,1,2,6,6,1,0,
Grace,Grace,02/11/18,2,2,8,8,2,1,
Town Hall,Town Hall,02/11/18,0,0,5,7,1,0,
Citadines,Citadines,02/11/18,1,0,4,4,1,0,
Soniya Novase,Acceptance,03/11/18,0,0,0,4,0,0,
Matej,Acceptance,03/11/18,0,1,2,2,0,0,
Sang,Auromodele,03/11/18,2,2,2,0,0,0,
Happiness,Happiness,03/11/18,1,2,2,2,0,0,
Batsala & Anadi,Felicity,03/11/18,0,2,2,2,0,0,
Udavi School,Udavi School,03/11/18,1,2,4,4,0,1,
Impermanence,Impermanence,03/11/18,1,0,2,4,1,1,
Aurovelo,Reve,03/11/18,0,2,6,6,0,0,
Invocation 4,Invocation,03/11/18,2,2,6,6,2,2,
Promesse,Promesse,04/11/18,0,4,4,2,0,0,
Saracon,Kottakarai,05/11/18,0,1,4,5,0,0,
Afsanah GH,Kottakarai,05/11/18,0,0,4,2,0,0,
Atithi Griha,Bharat Nivas,05/11/18,0,0,2,6,1,2,
Michael &Valerie,Center Field,05/11/18,1,0,6,2,0,0,
CSR,Auroshilpam,05/11/18,1,0,4,2,0,0,
Earth Institute,Auroshilpam,05/11/18,1,2,3,3,0,0,
Joster,Discipline,05/11/18,1,0,3,4,0,0,
Arati 3B,Arati,05/11/18,1,1,2,2,1,0,
Kriya,Edyanchavadi,05/11/18,1,1,3,2,1,0,
Reve GH,Reve,05/11/18,0,0,4,2,0,0,
Courage,Courage,05/11/18,1,1,4,6,1,1,
Solar kitchen,Solar Kitchen,05/11/18,1,0,6,4,1,0,
Humility,Humility,05/11/18,1,2,4,2,1,0,
Djaima,Djaima,07/11/18,2,2,10,10,0,2,
Agathe,Auromodele,07/11/18,1,0,2,2,0,0,
Manfred,Petite Ferme,07/11/18,0,2,4,0,0,0,
Luk,Shakti,07/11/18,1,0,2,2,0,2,
Luk,Shakti,07/11/18,0,0,3,4,0,0,
Marc's Cafe,Kuilapalayam,07/11/18,0,4,0,0,0,0,
Djaima,Djaima,07/11/18,0,2,2,2,0,0,
Vikas,Vikas,07/11/18,2,1,5,4,1,1,
Creativity,Creativity,07/11/18,1,2,7,7,1,1,
Realization,Realization,07/11/18,1,2,5,5,1,0,
Maitreye 2,Residential Zone,07/11/18,0,2,6,5,1,1,
Maitreye 1,Residential Zone,07/11/18,1,1,3,3,1,0,
Progress Comm,Residential Zone,09/11/18,1,0,2,2,0,0,
Sharnga GH,Residential Zone,09/11/18,1,0,2,2,0,0,
Swayam,Swayam,09/11/18,1,0,2,4,1,0,
Surrender,Surrender,09/11/18,2,0,5,6,1,1,
Aurosarjan,Auroshilpam,09/11/18,1,0,9,8,0,8,
Auromode,Auroshilpam,09/11/18,0,2,4,4,0,4,
Sante Clinic,Sante,09/11/18,0,0,4,6,0,0,
Citadines,Citadines,09/11/18,2,2,4,4,1,0,
Palani,Auromodele,10/11/18,0,1,2,1,0,0,
Francois Gautier,Auromodele,10/11/18,0,6,0,0,0,0,
Shantal House,Auromodele,10/11/18,0,0,2,4,0,0,
Dental Center,Protection,10/11/18,1,2,4,4,0,0,
Aurelec,Aurelec,10/11/18,0,0,3,3,0,1,
Malarchi,Kuilapalayam,10/11/18,0,1,6,0,1,0,
Marika House,Samasti,10/11/18,0,2,2,2,3,0,
Sanjana,Sanjana,10/11/18,1,2,4,4,2,0,
Food Laboratory,Horizon,10/11/18,1,2,3,3,0,1,
Upasana,Auroshilpam,10/11/18,0,0,2,1,0,2,
Youth Center,Youth Center,10/11/18,0,0,4,6,0,2,
Naturellement,Udyogam,10/11/18,2,1,2,2,1,0,
AV Paper,Aspiration,12/11/18,0,0,2,11,0,0,
Pour Tous,Aspiration,12/11/18,1,0,6,6,0,0,
Paulo,Petite Ferme,12/11/18,0,0,0,0,1,0,
Aspiration Community,Aspiration,12/11/18,0,0,5,5,0,0,
AV Press,Aspiration,12/11/18,0,0,0,3,0,0,
La Ferme Cheese,Kuilapalayam,12/11/18,0,11,0,0,0,0,
Samata,Transformation,12/11/18,1,0,4,2,1,1,
Transformation Com,Transformation,12/11/18,2,1,3,1,2,0,
Transition School,Transformation,12/11/18,1,3,6,8,1,0,
Kalabhumi,Kalabhumi,12/11/18,2,2,4,4,0,0,
Alice ,Kalabhumi,12/11/18,0,0,0,0,3,0,
Svaram,Kottakarai,12/11/18,0,2,4,5,0,1,
Visitor Center,Visitor Center,12/11/18,1,2,6,6,1,0,
Visitor Center,Visitor Center,12/11/18,1,1,5,5,1,1,
Sunlit Future,Auroshilpam,12/11/18,0,6,3,0,0,0,
Baraka,Baraka,13/11/18,2,2,6,2,0,0,
Dana Community,Dana,13/11/18,2,0,12,8,1,1,
Mandala Pottery,Dana,13/11/18,0,2,0,0,0,0,
Dehashakti Sports,Dana,13/11/18,0,2,3,1,0,0,
Savitri Hostel,Savitri Bhavan,13/11/18,1,8,0,0,1,0,
Xavier ,Sharnga,13/11/18,1,0,4,0,2,2,
Courage,Courage,13/11/18,1,0,4,4,1,0,
Solar kitchen,Solar Kitchen,13/11/18,2,0,11,3,1,0,
Revelation,Revelation,13/11/18,1,0,4,2,1,1,
Dr Uma,Auromodele,14/11/18,0,0,3,2,0,0,
Fabrice ,Auromodele,14/11/18,0,4,2,0,0,0,
Marie Christine,Auromodele,14/11/18,0,6,0,0,0,2,
Ashesh Joshi,Auromodele,14/11/18,0,3,0,0,0,0,
Petite Ferme Com,Kuilapalayam,14/11/18,18,7,2,0,0,3,
Marc's Cafe,Kuilapalayam,14/11/18,0,4,0,0,0,0,
Certitude,Certitude,14/11/18,4,4,10,10,2,2,
Marika House,Samasti,14/11/18,0,0,0,0,1,0,
Prarthna,Residential Zone,14/11/18,2,2,6,6,0,0,
Bharat Nivas,Bharat Nivas,14/11/18,2,10,5,5,1,2,
Last School,Transformation,15/11/18,0,4,4,0,0,0,
Terra Soul,Windarra,15/11/18,1,2,4,2,0,0,
Upcycling Studio,Service Area,15/11/18,0,4,4,0,0,0,
Mitra Dormitory,Udavi School,15/11/18,0,2,4,2,0,0,
Adventure,Adventure,15/11/18,0,2,2,2,0,0,
Botanical Garden,Botanical Garden,15/11/18,0,2,6,6,0,0,
Humanscapes,Humanscapes,15/11/18,1,0,4,4,1,1,
Aurodam,Aurodam,15/11/18,2,1,6,6,1,0,
Serendipity,Center Field,15/11/18,0,2,4,2,1,0,
Center GH,Center Field,15/11/18,0,3,3,6,1,1,
Town Hall,Town Hall,16/11/18,2,2,6,6,1,0,
Surrender,Surrender,16/11/18,0,0,3,2,0,0,
Citadines,Citadines,16/11/18,5,0,4,4,1,0,
Mitra,Mitra,16/11/18,0,0,3,3,2,0,
Inspiration,Inspiration,16/11/18,1,0,4,4,0,1,
Quiet Community,Quiet,17/11/18,1,0,4,4,4,1,
Quiet Community,Quiet,17/11/18,1,1,2,2,2,0,
Surya Nivas,Auromodele,17/11/18,2,2,4,4,1,3,
Ravi,Petite Ferme,17/11/18,0,4,4,0,1,0,
Giulio,Ami ,17/11/18,1,0,4,0,0,0,
Giulio,Ami ,17/11/18,0,0,2,0,0,0,
Giulio,Ami ,17/11/18,0,0,1,4,0,0,
Matrimandir,Matrimandir,17/11/18,0,4,9,9,0,0,
Isaiamblam GH,Kottakarai,17/11/18,0,0,1,2,1,0,
Isai Ambalam School,Kottakarai,17/11/18,0,1,2,0,0,0,
Aurospirul,Windarra,17/11/18,2,0,10,0,0,0,
Pony Farm,Pony Farm,20/11/18,1,2,6,4,2,1,
Shradhanjali,Auroshilpam,20/11/18,0,0,6,2,0,0,
Auromode,Auroshilpam,20/11/18,1,2,5,3,0,2,
Sve Dame,Sve Dame,20/11/18,1,4,6,6,2,0,
Verite GH,Kottakarai,20/11/18,0,2,6,4,2,0,
AV Foundation,Town Hall,20/11/18,0,0,2,2,0,0,
Courage,Courage,20/11/18,1,1,2,4,1,0,
Solar kitchen,Solar Kitchen,20/11/18,1,0,5,5,1,0,
New Creation Com,Kuilapalayam,21/11/18,2,0,12,12,4,5,
Conscious Living ,Fraternity,21/11/18,0,3,2,2,0,0,
Fraternity Community,Fraternity,21/11/18,1,3,7,4,0,0,
Food Laboratory,Horizon,21/11/18,1,0,2,2,0,2,
Unity Pavilion,Unity Pavilion,21/11/18,0,0,3,4,0,0,
Luminosity,Luminosity,21/11/18,1,2,2,2,1,0,
Maitreye 2,Residential Zone,21/11/18,2,2,6,4,1,0,
Maitreye 1,Residential Zone,21/11/18,1,2,4,2,0,2,
Lola,Invocation,21/11/18,0,0,0,0,2,0,
Nasim,Botanical Garden,23/11/18,1,1,1,0,0,1,
Kriya,Edyanchavadi,23/11/18,1,1,4,3,1,0,
Impermanence,Impermanence,23/11/18,1,0,2,2,0,0,
Aurovelo,Reve,23/11/18,0,2,4,2,0,0,
Needam GH,Certitude,23/11/18,2,2,4,4,1,0,
Isaiamblam GH,Kottakarai,23/11/18,2,2,5,5,1,1,
Auromics,Kottakarai,23/11/18,0,2,6,6,0,16,
Citadines,Citadines,23/11/18,2,2,4,3,1,0,
Youth Center,Youth Center,23/11/18,4,2,6,2,1,0,
Maggi House,Fertile,24/11/18,2,0,8,2,0,2,
Aurelec,Aurelec,24/11/18,1,0,3,2,0,1,
Shama,Auromodele,24/11/18,0,1,4,2,1,0,
Marc's Cafe,Kuilapalayam,24/11/18,0,6,0,0,0,0,
Sanjana,Sanjana,24/11/18,1,0,4,2,1,0,
Swayam,Swayam,24/11/18,1,0,4,2,1,0,
Invocation,Invocation,24/11/18,2,2,5,6,1,1,
Realization,Realization,24/11/18,1,2,5,3,1,0,
Creativity,Creativity,24/11/18,1,2,2,2,0,0,
AV Paper,Aspiration,26/11/18,0,0,2,9,0,0,
Pour Tous,Aspiration,26/11/18,0,0,4,4,0,0,
Aspiration Community,Aspiration,26/11/18,1,2,6,2,0,0,
AV Press,Aspiration,26/11/18,0,0,1,2,0,2,
Health Center,Aspiration,26/11/18,0,0,2,4,0,0,
AV Bakery,Douceur,26/11/18,4,0,2,2,0,0,
